dataset_id,cell_count,unique_cell_types,tissues,diseases,tissue_general_query,collection_name,collection_doi,dataset_title,dataset_h5ad_path,dataset_total_cell_count
773b9b2e-70c8-40be-8cbb-e7b5abab360d,0,0,,,blood;brain;intestine;kidney;liver;lung,Single-cell RNA sequencing unifies developmental programs of Esophageal and Gastric Intestinal Metaplasia,10.1158/2159-8290.cd-22-0824,UMAP of Columnar cells,773b9b2e-70c8-40be-8cbb-e7b5abab360d.h5ad,79522
774c18c5-efa1-4dc5-9e5e-2c824bab2e34,3589,7,brain,glioblastoma,blood;brain;intestine;kidney;liver;lung,Single-Cell RNAseq analysis of diffuse neoplastic infiltrating cells at the migrating front of human glioblastoma,10.1016/j.celrep.2017.10.030,Infiltrating Neoplastic Cells Human Glioblastoma,774c18c5-efa1-4dc5-9e5e-2c824bab2e34.h5ad,3589
776a1e4a-f141-49bb-9978-d0588a4cee9f,0,0,,,blood;brain;intestine;kidney;liver;lung,Integrated human endoderm-derived organoids cell atlas (HEOCA),10.1038/s41588-025-02182-6,human intestine organoid cell atlas,776a1e4a-f141-49bb-9978-d0588a4cee9f.h5ad,353140
77c1c785-809f-4065-8c54-6a0170783256,0,0,,,blood;brain;intestine;kidney;liver;lung,Human Brain Cell Atlas v1.0,10.1126/science.add7046,Dissection: Cerebral cortex (Cx) - Subcallosal Gyrus (SCG) - Subgenual (subcallosal) division of MFC - A25,77c1c785-809f-4065-8c54-6a0170783256.h5ad,37767
781cc817-3fd0-487c-a55a-b47b2786a05d,9619,5,lung,normal,blood;brain;intestine;kidney;liver;lung,A novel human fetal lung-derived alveolar organoid model reveals mechanisms of surfactant protein C maturation relevant to interstitial lung disease,10.1038/s44318-024-00328-6,organoid,781cc817-3fd0-487c-a55a-b47b2786a05d.h5ad,9619
78c62d4e-abf1-405b-bb51-368720814529,0,0,,,blood;brain;intestine;kidney;liver;lung,Generation of complex human induced pluripotent stem cell-derived bone marrow organoids,10.1038/s41592-024-02172-2,Bone marrow organoids (BMO),78c62d4e-abf1-405b-bb51-368720814529.h5ad,31040
78f40dd6-ed22-470d-8547-6fb5746c25da,1465,1,brain,normal,blood;brain;intestine;kidney;liver;lung,HVS: Human variation study,10.1126/science.adf2359,Pax6 - neocortex: Human variation study (HVS),78f40dd6-ed22-470d-8547-6fb5746c25da.h5ad,1465
78fd69d2-75e4-4207-819a-563139f273c6,0,0,,,blood;brain;intestine;kidney;liver;lung,Cells of the adult human heart,10.1038/s41586-020-2797-4,Ventricular cardiomyocytes — Cells of the adult human heart,78fd69d2-75e4-4207-819a-563139f273c6.h5ad,125289
7970bd6b-f752-47a9-8643-2af16855ec49,0,0,,,blood;brain;intestine;kidney;liver;lung,Single-cell analysis of human B cell maturation predicts how antibody class switching shapes selection dynamics,10.1126/sciimmunol.abe6291,Human tonsil memory B cells scRNA,7970bd6b-f752-47a9-8643-2af16855ec49.h5ad,21595
79884ae5-e026-4d4a-858f-e807960bd4f7,4425,10,blood,normal,blood;brain;intestine;kidney;liver;lung,Comparative Analysis of Commercial Single-Cell RNA Sequencing Technologies,10.1093/nar/gkae1186,Scipio-rep2,79884ae5-e026-4d4a-858f-e807960bd4f7.h5ad,4425
79d485a8-b8b1-49f2-85aa-c44e5206aa53,0,0,,,blood;brain;intestine;kidney;liver;lung,SEA-AD: Seattle Alzheimer’s Disease Brain Cell Atlas,10.1038/s41593-024-01774-5,L6 IT Car3 - MTG: Seattle Alzheimer's Disease Atlas (SEA-AD),79d485a8-b8b1-49f2-85aa-c44e5206aa53.h5ad,26129
79ef1959-a6b4-4cac-82ca-30feaec48df1,4846,7,blood,COVID-19,blood;brain;intestine;kidney;liver;lung,Longitudinal profiling of respiratory and systemic immune responses reveals myeloid cell-driven lung inflammation in severe COVID-19,10.1016/j.immuni.2021.03.005,74 years old female - Fresh PBMCs (7 days post-intubation),79ef1959-a6b4-4cac-82ca-30feaec48df1.h5ad,4846
7a0a8891-9a22-4549-a55b-c2aca23c3a2a,0,0,,,blood;brain;intestine;kidney;liver;lung,Human Brain Cell Atlas v1.0,10.1126/science.add7046,Supercluster: Hippocampal CA1-3,7a0a8891-9a22-4549-a55b-c2aca23c3a2a.h5ad,74979
7a1d54e5-901d-4280-b77d-b87cf172292d,0,0,,,blood;brain;intestine;kidney;liver;lung,Human subcutaneous and visceral adipocyte atlases uncover classical and non-classical adipocytes and depot-specific patterns,10.1038/s41588-024-02048-3,Differentiation path from ASPCs to adipocytes in subcutaneous adipose tissue,7a1d54e5-901d-4280-b77d-b87cf172292d.h5ad,22227
7a419302-772d-4534-bffe-763c95b8c63d,0,0,,,blood;brain;intestine;kidney;liver;lung,Cellular heterogeneity and dynamics of the human uterus in healthy premenopausal women,10.1073/pnas.2404775121,Immune cells from five healthy donors,7a419302-772d-4534-bffe-763c95b8c63d.h5ad,8653
7b20c613-9add-43d1-87e9-defd3d9b9f8c,40888,5,brain;kidney,metastatic melanoma;nonpapillary renal cell carcinoma,blood;brain;intestine;kidney;liver;lung,Integrated cancer cell-specific single-cell RNA-seq datasets of immune checkpoint blockade-treated patients,10.1038/s41597-025-04381-6,Integrated cancer cell-specific single-cell RNA-seq datasets of immune checkpoint blockade-treated patients,7b20c613-9add-43d1-87e9-defd3d9b9f8c.h5ad,355941
7b316f62-7fa0-4b95-bac9-e90866038a85,0,0,,,blood;brain;intestine;kidney;liver;lung,Human Brain Cell Atlas v1.0,10.1126/science.add7046,Dissection: Amygdaloid complex (AMY) - Central nuclear group - CEN,7b316f62-7fa0-4b95-bac9-e90866038a85.h5ad,42699
7b3368a5-c1a0-4973-9e75-d95b4150c7da,0,0,,,blood;brain;intestine;kidney;liver;lung,A human fetal lung cell atlas uncovers proximal-distal gradients of differentiation and key regulators of epithelial fates,10.1016/j.cell.2022.11.005,B cells,7b3368a5-c1a0-4973-9e75-d95b4150c7da.h5ad,4138
7b55fe5c-d5c8-48e0-a1a3-54c5b9074f3f,125530,32,lung,COVID-19,blood;brain;intestine;kidney;liver;lung,A molecular cell atlas of COVID-19 initiation in human lung,10.1084/jem.20232192,All annotated cells from infection 3,7b55fe5c-d5c8-48e0-a1a3-54c5b9074f3f.h5ad,125530
7b75b2c4-6d99-40be-9a61-391455d859e6,0,0,,,blood;brain;intestine;kidney;liver;lung,Cell Atlas of The Human Fovea and Peripheral Retina,10.1038/s41598-020-66092-9,Photoreceptor cells of the human fovea and peripheral retina,7b75b2c4-6d99-40be-9a61-391455d859e6.h5ad,9070
7b95971d-05e6-4060-9e52-f7148050bbba,0,0,,,blood;brain;intestine;kidney;liver;lung,HTAN CHOP - Longitudinal single-cell multiomic atlas of high-risk neuroblastoma reveals chemotherapy-induced tumor microenvironment rewiring,10.1038/s41588-025-02158-6,snRNA-seq of Macrophages in high-risk Neuroblastoma before and after chemotherapy,7b95971d-05e6-4060-9e52-f7148050bbba.h5ad,14344
7bb64315-9e5a-41b9-9235-59acf9642a3e,0,0,,,blood;brain;intestine;kidney;liver;lung,Single-cell RNA sequencing unifies developmental programs of Esophageal and Gastric Intestinal Metaplasia,10.1158/2159-8290.cd-22-0824,UMAP of Cancer Data integration,7bb64315-9e5a-41b9-9235-59acf9642a3e.h5ad,293823
7be23e52-e357-45d6-861f-31166913104e,0,0,,,blood;brain;intestine;kidney;liver;lung,Single-cell integration reveals metaplasia in inflammatory gut diseases,10.1038/s41586-024-07571-1,Extended - Neural cells,7be23e52-e357-45d6-861f-31166913104e.h5ad,23904
7c1c3d47-3166-43e5-9a95-65ceb2d45f78,0,0,,,blood;brain;intestine;kidney;liver;lung,Human Brain Cell Atlas v1.0,10.1126/science.add7046,Dissection: Pons (Pn) - Pontine reticular formation - PnRF,7c1c3d47-3166-43e5-9a95-65ceb2d45f78.h5ad,49512
7c497c66-c2e2-4291-8b96-339e5e65f314,76298,28,lung,COVID-19,blood;brain;intestine;kidney;liver;lung,A molecular cell atlas of COVID-19 initiation in human lung,10.1084/jem.20232192,All annotated cells from infection 4,7c497c66-c2e2-4291-8b96-339e5e65f314.h5ad,76298
7cd3c321-e487-4b51-a8af-9bf671b59fe5,0,0,,,blood;brain;intestine;kidney;liver;lung,Human Brain Cell Atlas v1.0,10.1126/science.add7046,Dissection: Pons (Pn) - other nuclei in pontine tegmentum (XPnTg) - dorsal tegmental nucleus - DTg,7cd3c321-e487-4b51-a8af-9bf671b59fe5.h5ad,26095
7d3ab174-e433-40fc-a352-6fe71b1a19f9,0,0,,,blood;brain;intestine;kidney;liver;lung,Human Brain Cell Atlas v1.0,10.1126/science.add7046,Dissection: Amygdaloid complex (AMY) - Basolateral nuclear group (BLN) - lateral nucleus - La,7d3ab174-e433-40fc-a352-6fe71b1a19f9.h5ad,28984
7d98cc44-b090-4dc8-804f-2750c84fe9d7,0,0,,,blood;brain;intestine;kidney;liver;lung,Longitudinal profiling of respiratory and systemic immune responses reveals myeloid cell-driven lung inflammation in severe COVID-19,10.1016/j.immuni.2021.03.005,49 years old male - Airway Wash (1 day post-intubation),7d98cc44-b090-4dc8-804f-2750c84fe9d7.h5ad,2489
7db0c178-b0a4-442f-ba54-e9e1633a84bb,0,0,,,blood;brain;intestine;kidney;liver;lung,Human Brain Cell Atlas v1.0,10.1126/science.add7046,Dissection: Cerebral cortex (Cx) - Parietal operculum (PaO) - Gustatory cortex - A43,7db0c178-b0a4-442f-ba54-e9e1633a84bb.h5ad,42834
7e7f63c5-d964-40be-83de-ecbcccafd233,0,0,,,blood;brain;intestine;kidney;liver;lung,Cell Types of the Human Retina and Its Organoids at Single-Cell Resolution,10.1016/j.cell.2020.08.013,Organoid - Cell Types of the Human Retina and Its Organoids at Single-Cell Resolution,7e7f63c5-d964-40be-83de-ecbcccafd233.h5ad,43857
7e9bde96-b4d1-43d3-a5fe-dde6c4a6dc47,0,0,,,blood;brain;intestine;kidney;liver;lung,"A pancreatic islet scRNA-seq atlas from 48 non-diabetic, prediabetic and type 2 diabetic individuals of matched demographic and ethnic backgrounds",10.1101/2025.01.17.633590,Reintegrated transcriptomes of Delta pancreatic islet cells,7e9bde96-b4d1-43d3-a5fe-dde6c4a6dc47.h5ad,10770
7f08cbcc-5790-4576-8478-10e9a999b316,0,0,,,blood;brain;intestine;kidney;liver;lung,A spatially resolved single cell genomic atlas of the adult human breast,10.1038/s41586-023-06252-9,snRNA-seq data - all cells,7f08cbcc-5790-4576-8478-10e9a999b316.h5ad,117346
7f7faf6b-f11d-4f07-bc1c-188a4472748d,134076,29,lung,COVID-19,blood;brain;intestine;kidney;liver;lung,A molecular cell atlas of COVID-19 initiation in human lung,10.1084/jem.20232192,All annotated cells from infection 2,7f7faf6b-f11d-4f07-bc1c-188a4472748d.h5ad,134076
8039c63d-08b0-4fc9-af0f-5b57f08ca0da,0,0,,,blood;brain;intestine;kidney;liver;lung,Human Brain Cell Atlas v1.0,10.1126/science.add7046,Dissection: Perirhinal cortex (area 35) (A35) - rostral subdivision of area 35 - A35r,8039c63d-08b0-4fc9-af0f-5b57f08ca0da.h5ad,17535
804d9a85-665b-45c6-b204-13457fdcc7ac,0,0,,,blood;brain;intestine;kidney;liver;lung,Mapping the developing human immune system across organs,10.1126/science.abo0510,Megakaryocyte/erythroid cells,804d9a85-665b-45c6-b204-13457fdcc7ac.h5ad,149107
8058d760-09e6-4bdd-86a1-36917ffca3ef,0,0,,,blood;brain;intestine;kidney;liver;lung,Single cell atlas of the human ocular surface,,"snRNA-seq of human ocular surface: cornea, limbus, sclera",8058d760-09e6-4bdd-86a1-36917ffca3ef.h5ad,147484
80767859-6001-4fc7-a8e7-602b1e8bd54d,0,0,,,blood;brain;intestine;kidney;liver;lung,Cellular heterogeneity and dynamics of the human uterus in healthy premenopausal women,10.1073/pnas.2404775121,Unciliated epithelial cells from five healthy donors,80767859-6001-4fc7-a8e7-602b1e8bd54d.h5ad,5286
80a2c5b6-02e7-4fc0-9f12-179f5247c1bc,0,0,,,blood;brain;intestine;kidney;liver;lung,Cells of the human intestinal tract mapped across space and time,10.1038/s41586-021-03852-1,Total - Cells of the human intestinal tract mapped across space and time,80a2c5b6-02e7-4fc0-9f12-179f5247c1bc.h5ad,428469
80d7111d-f9fe-49fd-871e-6e618312c341,0,0,,,blood;brain;intestine;kidney;liver;lung,Single-cell transcriptome analysis reveals differential nutrient absorption functions in human intestine,10.1084/jem.20191130,Rectum,80d7111d-f9fe-49fd-871e-6e618312c341.h5ad,3797
810ac45f-8969-4698-b42c-652f802f75c2,0,0,,,blood;brain;intestine;kidney;liver;lung,A human fetal lung cell atlas uncovers proximal-distal gradients of differentiation and key regulators of epithelial fates,10.1016/j.cell.2022.11.005,Endothelium,810ac45f-8969-4698-b42c-652f802f75c2.h5ad,5467
814f2c97-49e4-4a17-be26-fde3c4c57d1b,0,0,,,blood;brain;intestine;kidney;liver;lung,A cell atlas of human thymic development defines T cell repertoire formation,10.1126/science.aay3224,Human Stem Cells (LIV and TH) - A cell atlas of human thymic development defines T cell repertoire formation,814f2c97-49e4-4a17-be26-fde3c4c57d1b.h5ad,27589
81c2d711-7fd5-48f0-bc74-57229f3c9554,0,0,,,blood;brain;intestine;kidney;liver;lung,Spatially organized multicellular immune hubs in human colorectal cancer,10.1016/j.cell.2021.08.003,Epithelial cells,81c2d711-7fd5-48f0-bc74-57229f3c9554.h5ad,168295
81e91ff8-f619-4ad1-a0c3-b45e1dc63f68,0,0,,,blood;brain;intestine;kidney;liver;lung,SEA-AD: Seattle Alzheimer’s Disease Brain Cell Atlas,10.1038/s41593-024-01774-5,Sst Chodl - MTG: Seattle Alzheimer's Disease Atlas (SEA-AD),81e91ff8-f619-4ad1-a0c3-b45e1dc63f68.h5ad,1496
81ffdcd6-3f04-40bc-8bb0-9748f4ffe576,0,0,,,blood;brain;intestine;kidney;liver;lung,Human Immune Health Atlas,10.1038/s41586-025-09686-5,Human Immune Health Atlas Other cells,81ffdcd6-3f04-40bc-8bb0-9748f4ffe576.h5ad,10937
821a8e3e-87ec-41ee-bd69-cd4377057d38,0,0,,,blood;brain;intestine;kidney;liver;lung,Human subcutaneous and visceral adipocyte atlases uncover classical and non-classical adipocytes and depot-specific patterns,10.1038/s41588-024-02048-3,snRNA-seq of human subcutaneous adipose tissue - all cells,821a8e3e-87ec-41ee-bd69-cd4377057d38.h5ad,37879
82346769-8733-485e-ab49-f14923d2b5bc,0,0,,,blood;brain;intestine;kidney;liver;lung,Deciphering glial contributions to CSF1R-related disorder via single-nuclear transcriptomic profiling,10.1186/s40478-024-01853-5,OPCs,82346769-8733-485e-ab49-f14923d2b5bc.h5ad,3324
829a3cd1-a466-49f1-b2e9-d3f6b7f392e2,11307,1,liver;lung,colorectal cancer,blood;brain;intestine;kidney;liver;lung,Progressive plasticity during colorectal cancer metastasis,10.1038/s41586-024-08560-0,progressive_plasticity_during_crc_metastasis_epithelial,829a3cd1-a466-49f1-b2e9-d3f6b7f392e2.h5ad,47107
82f6af6d-5313-439a-9936-5e844be49a70,0,0,,,blood;brain;intestine;kidney;liver;lung,"Early role for a Na+,K+-ATPase (ATP1A3) in brain development",10.1073/pnas.2023333118,Infant human neocortex cells,82f6af6d-5313-439a-9936-5e844be49a70.h5ad,51878
83b5e943-a1d5-4164-b3f2-f7a37f01b524,0,0,,,blood;brain;intestine;kidney;liver;lung,Pathogenic variants damage cell composition and single cell transcription in cardiomyopathies,10.1126/science.abo1984,DCM/ACM heart cell atlas: Neuronal cells,83b5e943-a1d5-4164-b3f2-f7a37f01b524.h5ad,7999
83d62c7b-3439-47ba-988c-d99e705bda12,0,0,,,blood;brain;intestine;kidney;liver;lung,Profiling of epithelial functional states and fibroblast phenotypes in hormone therapy-naïve localised prostate cancer,10.1101/2024.10.23.619925,Single-cell atlas of 24 hormone therapy naive localised prostate cancers -- SMCs subset,83d62c7b-3439-47ba-988c-d99e705bda12.h5ad,6709
84230ea4-998d-4aa8-8456-81dd54ce23af,5608,7,blood,COVID-19,blood;brain;intestine;kidney;liver;lung,Longitudinal profiling of respiratory and systemic immune responses reveals myeloid cell-driven lung inflammation in severe COVID-19,10.1016/j.immuni.2021.03.005,74 years old female - Fresh PBMCs (3 days post-intubation),84230ea4-998d-4aa8-8456-81dd54ce23af.h5ad,5608
84242d25-f656-4ca6-8e8d-f3d2beeba11f,0,0,,,blood;brain;intestine;kidney;liver;lung,"Brain matters: Unveiling the Distinct Contributions of Region, Age, and Sex to Glia diversity and CNS Function",10.1186/s40478-023-01568-z,white matter - microglia,84242d25-f656-4ca6-8e8d-f3d2beeba11f.h5ad,3851
842c6f5d-4a94-4eef-8510-8c792d1124bc,0,0,,,blood;brain;intestine;kidney;liver;lung,A spatially resolved single cell genomic atlas of the adult human breast,10.1038/s41586-023-06252-9,scRNA-seq data - all cells,842c6f5d-4a94-4eef-8510-8c792d1124bc.h5ad,714331
84cfa5aa-a0d1-415e-ac47-eb66c9cf8170,72710,19,liver,intestinal failure–associated liver disease;normal,blood;brain;intestine;kidney;liver;lung,Single-Cell Atlas Of Human Pediatric Liver Reveals Age-Related Hepatic Gene Signatures,10.1097/HC9.0000000000000813,Healthy and IFALD pediatric and adult human liver tissue,84cfa5aa-a0d1-415e-ac47-eb66c9cf8170.h5ad,81001
84f1a631-910b-4fbb-9f76-d915a07316d2,0,0,,,blood;brain;intestine;kidney;liver;lung,Cells of the adult human heart,10.1038/s41586-020-2797-4,Atrial cardiomyocytes — Cells of the adult human heart,84f1a631-910b-4fbb-9f76-d915a07316d2.h5ad,23483
8560f809-5794-484e-9152-b63efa91d134,0,0,,,blood;brain;intestine;kidney;liver;lung,Single cell atlas of the human trabecular meshwork and ciliary body,,scRNA-seq of human ocular anterior segment: trabecular meshwork and ciliary body,8560f809-5794-484e-9152-b63efa91d134.h5ad,332995
856c1b98-5727-49da-bf0f-151bdb8cb056,0,0,,,blood;brain;intestine;kidney;liver;lung,Single-cell transcriptomic atlas of the human retina identifies cell types associated with age-related macular degeneration,10.1038/s41467-019-12780-8,Retina,856c1b98-5727-49da-bf0f-151bdb8cb056.h5ad,20091
85c60876-7f35-40c5-a256-7808d84c6ba5,96129,1,brain,Alzheimer disease;normal,blood;brain;intestine;kidney;liver;lung,Single-soma transcriptomics of tangle-bearing neurons in Alzheimer’s disease,10.1016/j.neuron.2022.06.021,Single-soma transcriptomics of tangle-bearing neurons in Alzheimer’s disease - Excitatory,85c60876-7f35-40c5-a256-7808d84c6ba5.h5ad,96129
8623d55f-d91c-41c2-ae68-ed2072fd268d,0,0,,,blood;brain;intestine;kidney;liver;lung,Cell Atlas of The Human Fovea and Peripheral Retina,10.1038/s41598-020-66092-9,Bipolar cells of the human fovea and peripheral retina,8623d55f-d91c-41c2-ae68-ed2072fd268d.h5ad,25908
86282760-5099-4c71-8cdd-412dcbbbd0b9,0,0,,,blood;brain;intestine;kidney;liver;lung,Blood and immune development in human fetal bone marrow and Down syndrome,10.1038/s41586-021-03929-x,Fetal Bone Marrow (10x) - Down Syndrome,86282760-5099-4c71-8cdd-412dcbbbd0b9.h5ad,16743
867757c1-3b1a-49d9-a0cd-17767eb160cc,0,0,,,blood;brain;intestine;kidney;liver;lung,snRNA-seq of human kidney with ureteral obstruction,10.1038/s41467-025-59997-4,snRNA-seq of human kidney with ureteral obstruction,867757c1-3b1a-49d9-a0cd-17767eb160cc.h5ad,46957
873ff933-4fda-4936-9a70-67df11af90ac,0,0,,,blood;brain;intestine;kidney;liver;lung,Molecular characterization of selectively vulnerable neurons in Alzheimer's Disease,10.1038/s41593-020-00764-7,Molecular characterization of selectively vulnerable neurons in Alzheimer’s Disease: SFG excitatory neurons,873ff933-4fda-4936-9a70-67df11af90ac.h5ad,15833
8775a6c6-b960-43ae-9f76-45c4acda3621,0,0,,,blood;brain;intestine;kidney;liver;lung,Comprehensive cell atlas of the first-trimester developing human brain,10.1126/science.adf1226,ClassErythrocyte,8775a6c6-b960-43ae-9f76-45c4acda3621.h5ad,8959
87a06a2a-16c6-42f7-af1b-529fad431051,0,0,,,blood;brain;intestine;kidney;liver;lung,Recruited macrophages elicit atrial fibrillation,10.1126/science.abq3061,Recruited macrophages elicit atrial fibrillation,87a06a2a-16c6-42f7-af1b-529fad431051.h5ad,41279
881e0e6b-a185-45f1-9b56-81606e91e7ff,0,0,,,blood;brain;intestine;kidney;liver;lung,Profiling of epithelial functional states and fibroblast phenotypes in hormone therapy-naïve localised prostate cancer,10.1101/2024.10.23.619925,Single-cell atlas of 24 hormone therapy naive localised prostate cancers,881e0e6b-a185-45f1-9b56-81606e91e7ff.h5ad,68322
881fe679-c6e0-45a3-9427-c4e81be6921f,7097,8,blood,COVID-19,blood;brain;intestine;kidney;liver;lung,Longitudinal profiling of respiratory and systemic immune responses reveals myeloid cell-driven lung inflammation in severe COVID-19,10.1016/j.immuni.2021.03.005,66 years old female - Fresh PBMCs (2 days post-intubation),881fe679-c6e0-45a3-9427-c4e81be6921f.h5ad,7097
88a01d4a-5197-45be-b5ae-e019aef43376,0,0,,,blood;brain;intestine;kidney;liver;lung,Human Brain Cell Atlas v1.0,10.1126/science.add7046,Dissection: Cerebral cortex (Cx) - Superior Temporal Gyrus - STG,88a01d4a-5197-45be-b5ae-e019aef43376.h5ad,40565
88c483bf-477d-4be5-90d3-4fb101dd601f,0,0,,,blood;brain;intestine;kidney;liver;lung,Urethral luminal epithelia are castration-insensitive cells of the proximal prostate,10.1002/pros.24020,Urethral luminal epithelia are castration-insensitive cells of the proximal prostate - Human Epithelial Cells,88c483bf-477d-4be5-90d3-4fb101dd601f.h5ad,25186
894573ad-498f-47ee-9bec-ad0880147eea,0,0,,,blood;brain;intestine;kidney;liver;lung,"Brain matters: Unveiling the Distinct Contributions of Region, Age, and Sex to Glia diversity and CNS Function",10.1186/s40478-023-01568-z,white matter - neurons,894573ad-498f-47ee-9bec-ad0880147eea.h5ad,10734
8a554710-08bc-4005-87cd-da9675bdc2e7,4232,6,blood,COVID-19,blood;brain;intestine;kidney;liver;lung,Longitudinal profiling of respiratory and systemic immune responses reveals myeloid cell-driven lung inflammation in severe COVID-19,10.1016/j.immuni.2021.03.005,82 years old female - Fresh PBMCs (1 day post-intubation),8a554710-08bc-4005-87cd-da9675bdc2e7.h5ad,4232
8a8aedcb-5bb3-453d-a9f0-f37951ae1515,0,0,,,blood;brain;intestine;kidney;liver;lung,SEA-AD: Seattle Alzheimer’s Disease Brain Cell Atlas,10.1038/s41593-024-01774-5,L6b - MTG: Seattle Alzheimer's Disease Atlas (SEA-AD),8a8aedcb-5bb3-453d-a9f0-f37951ae1515.h5ad,16227
8a95341f-f023-4bff-a1d5-52c7003ab65a,0,0,,,blood;brain;intestine;kidney;liver;lung,Human Oral and Craniofacial Cell Atlas,10.1101/2024.12.01.626279,Mucosal Immune Atlas,8a95341f-f023-4bff-a1d5-52c7003ab65a.h5ad,23064
8a961a54-7e37-41e4-8e7b-463b23146b17,0,0,,,blood;brain;intestine;kidney;liver;lung,Cellular heterogeneity and dynamics of the human uterus in healthy premenopausal women,10.1073/pnas.2404775121,All cell types from integrated dataset of 20 donors,8a961a54-7e37-41e4-8e7b-463b23146b17.h5ad,167910
8b2e5453-faf7-46ea-9073-aea69b283cb7,0,0,,,blood;brain;intestine;kidney;liver;lung,Urethral luminal epithelia are castration-insensitive cells of the proximal prostate,10.1002/pros.24020,Urethral luminal epithelia are castration-insensitive cells of the proximal prostate - All Human Cells,8b2e5453-faf7-46ea-9073-aea69b283cb7.h5ad,28847
8b47073c-8a20-4a37-b234-e1889b43991b,0,0,,,blood;brain;intestine;kidney;liver;lung,Single-cell integration reveals metaplasia in inflammatory gut diseases,10.1038/s41586-024-07571-1,Healthy - Salivary gland,8b47073c-8a20-4a37-b234-e1889b43991b.h5ad,8263
8ba5453f-7fab-4702-a3a6-4021b1f31a7a,0,0,,,blood;brain;intestine;kidney;liver;lung,Human Brain Cell Atlas v1.0,10.1126/science.add7046,Supercluster: Thalamic excitatory,8ba5453f-7fab-4702-a3a6-4021b1f31a7a.h5ad,85546
8c0a3574-b0ad-4e4f-b5d3-d1a743b00d4a,0,0,,,blood;brain;intestine;kidney;liver;lung,Single cell atlas of the human retina,10.1101/2023.11.07.566105,snRNA-seq of human retina - amacrine cell subset,8c0a3574-b0ad-4e4f-b5d3-d1a743b00d4a.h5ad,571579
8c42cfd0-0b0a-46d5-910c-fc833d83c45e,65662,46,blood;lung,normal,blood;brain;intestine;kidney;liver;lung,A molecular cell atlas of the human lung from single cell RNA sequencing,10.1038/s41586-020-2922-4,"Krasnow Lab Human Lung Cell Atlas, 10X",8c42cfd0-0b0a-46d5-910c-fc833d83c45e.h5ad,65662
8c6ed88f-11bf-4159-bad7-ff41fb1e1eca,0,0,,,blood;brain;intestine;kidney;liver;lung,SEA-AD: Seattle Alzheimer’s Disease Brain Cell Atlas,10.1038/s41593-024-01774-5,Chandelier - MTG: Seattle Alzheimer's Disease Atlas (SEA-AD),8c6ed88f-11bf-4159-bad7-ff41fb1e1eca.h5ad,10928
8d1dd010-5cbc-43fb-83f8-e0de8e8517da,0,0,,,blood;brain;intestine;kidney;liver;lung,Transcriptomic cytoarchitecture reveals principles of human neocortex organization,10.1126/science.adf6812,Dissection: Primary visual cortex(V1),8d1dd010-5cbc-43fb-83f8-e0de8e8517da.h5ad,241077
8d73847b-33e7-48f0-837f-e3e6579bf12d,0,0,,,blood;brain;intestine;kidney;liver;lung,Mapping the developing human immune system across organs,10.1126/science.abo0510,"In vitro derived T cells, from Artificial Thymic Organoid protocol",8d73847b-33e7-48f0-837f-e3e6579bf12d.h5ad,10459
8dc29642-be06-46dc-a289-8075915745d4,17962,10,kidney,normal,blood;brain;intestine;kidney;liver;lung,Single-cell transcriptomics reveals gene expression dynamics of human fetal kidney development,10.1371/journal.pbio.3000152,Cells of the human fetal kidney,8dc29642-be06-46dc-a289-8075915745d4.h5ad,17962
8dc858b0-b076-4326-94bb-7c2d1cd721a3,8556,4,lung,normal,blood;brain;intestine;kidney;liver;lung,Early human lung immune cell development and its role in epithelial cell fate,10.1126/sciimmunol.adf9988,organoid,8dc858b0-b076-4326-94bb-7c2d1cd721a3.h5ad,8556
8e10f1c4-8e98-41e5-b65f-8cd89a887122,0,0,,,blood;brain;intestine;kidney;liver;lung,Human Brain Cell Atlas v1.0,10.1126/science.add7046,All neurons,8e10f1c4-8e98-41e5-b65f-8cd89a887122.h5ad,2480956
8e47ed12-c658-4252-b126-381df8d52a3d,0,0,,,blood;brain;intestine;kidney;liver;lung,Single-Cell Sequencing of Developing Human Gut Reveals Transcriptional Links to Childhood Crohn’s Disease,10.1016/j.devcel.2020.11.010,Paediatric Human Gut (4-14y),8e47ed12-c658-4252-b126-381df8d52a3d.h5ad,22502
8e5978bd-0e48-4a09-a92d-fa2985059f05,0,0,,,blood;brain;intestine;kidney;liver;lung,Exploring the Utility of snRNA-seq in Profiling Human Bladder Tissue: A Comprehensive Comparison with scRNA-seq,10.1016/j.isci.2024.111628,Adult bladder urothelial subset,8e5978bd-0e48-4a09-a92d-fa2985059f05.h5ad,14776
8e948521-3c3d-4e92-9ff1-3add0e069e41,0,0,,,blood;brain;intestine;kidney;liver;lung,Single cell RNA sequencing of the human embryonic meninges at 5-13 weeks post conception,,Fibroblasts,8e948521-3c3d-4e92-9ff1-3add0e069e41.h5ad,71657
8ef06ea4-8d0f-4303-a652-7d4604402b1f,0,0,,,blood;brain;intestine;kidney;liver;lung,Single cell atlas of the human ocular surface,,"scRNA-seq of human ocular surface: cornea, limbus, sclera – fetal data included",8ef06ea4-8d0f-4303-a652-7d4604402b1f.h5ad,815769
